,id,label,value
41047,v001003,DK,8
5811,v001003,RF,9
11449,v001004,CLOSE,1
21304,v001004,NOT CLOSE,5
31247,v001004,"NA. INAP, 0 in Y29. 1 or NA in Y29a.",0
41048,v001004,DK,8
5812,v001004,RF,9
11450,v001005,Average working class,1
21305,v001005,Working class -- NA if average or upp,2
31248,v001005,Upper working class,3
41049,v001005,Average middle class,4
5813,v001005,Middle class - NA if average or upper,5
6595,v001005,Upper middle class,6
7450,v001005,Other,7
8352,v001005,NA in Y29/Y29b,0
9187,v001005,DK in Y29b,8
10153,v001005,RF in Y29b,9
11451,v001006a,BLACK,10
21306,v001006a,ASIAN,20
31249,v001006a,NATIVE AMERICAN,30
41050,v001006a,HISPANIC OR LATINO,40
5814,v001006a,WHITE,50
6596,v001006a,OTHER SPECIFY - MISC.,60
7451,v001006a,OTHER SPECIFY - EAST INDIAN,75
8353,v001006a,OTHER SPECIFY - PACIFIC ISLANDER,76
9188,v001006a,OTHER SPECIFY - MORE THAN 3 MAJOR GR,79
10154,v001006a,OTHER SPECIFY - 'AMERICAN',80
11452,v001006a,OTHER SPECIFY - 'NONE'. 'DOESN'T MAT,90
13140,v001006a,DK,98
14136,v001006a,RF,99
11453,v001006b,BLACK,10
21307,v001006b,ASIAN,20
31250,v001006b,NATIVE AMERICAN,30
41051,v001006b,HISPANIC OR LATINO,40
5815,v001006b,WHITE,50
6597,v001006b,OTHER SPECIFY - MISC.,60
7452,v001006b,OTHER SPECIFY - EAST INDIAN,75
8354,v001006b,OTHER SPECIFY - PACIFIC ISLANDER,76
9189,v001006b,OTHER SPECIFY - MORE THAN 3 MAJOR GR,79
10155,v001006b,OTHER SPECIFY - 'AMERICAN',80
11454,v001006b,OTHER SPECIFY - 'NONE'. 'DOESN'T MAT,90
12143,v001006b,"NA. INAP, no further mention",0
11455,v001006c,BLACK,10
21308,v001006c,ASIAN,20
31251,v001006c,NATIVE AMERICAN,30
41052,v001006c,HISPANIC OR LATINO,40
5816,v001006c,WHITE,50
6598,v001006c,OTHER SPECIFY - MISC.,60
7453,v001006c,JEWISH,70
8355,v001006c,OTHER SPECIFY - EAST INDIAN,75
9190,v001006c,OTHER SPECIFY - PACIFIC ISLANDER,76
10156,v001006c,OTHER SPECIFY - MORE THAN 3 MAJOR GR,79
11456,v001006c,OTHER SPECIFY - 'AMERICAN',80
12144,v001006c,OTHER SPECIFY - 'NONE'. 'DOESN'T MAT,90
13141,v001006c,"NA. INAP, no further mention",0
11457,v001007,YES,1
21309,v001007,NO,5
41053,v001007,DK,8
5817,v001007,RF,9
61104,v001008,None,90
65100,v001008,'American',96
6614,v001008,Other group. combinations not codeab,97
6813,v001008,DK,98
6912,v001008,RF,99
43102,v001009,None,90
45102,v001009,'American',96
46100,v001009,Other group. combinations not codeab,97
47100,v001009,NA. no further mention,0
11458,v001010,NO NATIONALITY/GROUP MENTIONED,0
21310,v001010,ONE NATIONALITY OR ETHNIC GROUP MENTI,1
31252,v001010,2 OR MORE NATIONALITY/GROUPS MENTIONE,2
41054,v001010,RESPONDENT REFUSED OR DK/NA ANSWER TO,9
11459,v001010a,No mention (0 in Y30bx1),0
8356,v001010a,Ethnicity question NA,96
9191,v001010a,R responded DK to ethnicity question,98
10157,v001010a,R refused ethnicity question,99
61105,v001011,None. neither,90
65101,v001011,Both/all of them,95
6615,v001011,'American',96
6712,v001011,Other group. combinations not codeab,97
6814,v001011,"NA. 0,9 in Y30bx1",0
6913,v001011,DK,98
11460,v001012,YES,1
21311,v001012,NO,5
41055,v001012,DK,8
5818,v001012,RF,9
11461,v001013,MEXICAN,1
21312,v001013,PUERTO RICAN,2
31253,v001013,CUBAN,3
41056,v001013,LATIN AMERICAN,4
5819,v001013,CENTRAL AMERICAN,5
6599,v001013,SPANISH,6
7454,v001013,OTHER (SPECIFY) (VOL),7
8357,v001013,"NA. INAP, 5,8,9,0 in Y30x/Y31",0
11462,v001015,ON A FARM,1
21313,v001015,"IN THE COUNTRY, NOT ON A FARM",2
31254,v001015,"IN A SMALL CITY OR TOWN (UNDER 50,000",3
41057,v001015,"IN A MEDIUM-SIZED CITY (50,000 - 100,",4
5820,v001015,"IN A LARGE CITY (100,000 - 500,000)",5
6600,v001015,IN A SUBURB OF A LARGE CITY,6
7455,v001015,"IN A VERY LARGE CITY (OVER 500,000)",7
8358,v001015,IN A SUBURB OF A VERY LARGE CITY,8
9192,v001015,"RF. NA. INAP, Phone mode",0
10158,v001015,DK,9
11463,v001016,ON A FARM,1
21314,v001016,"IN THE COUNTRY, NOT ON A FARM",3
31255,v001016,IN A CITY,5
41058,v001016,"OR, IN A SUBURB OF A CITY",7
5821,v001016,"NA. INAP, FTF mode",0
6601,v001016,DK,8
7456,v001016,RF,9
11464,v001017,"IN A SMALL CITY OR TOWN UNDER 50,000",1
21315,v001017,"IN A MEDIUM-SIZED CITY 50,000-100,00",3
31256,v001017,"IN A LARGE CITY, 100,000-500,000",5
41059,v001017,"OR, IN A VERY LARGE CITY, OVER 500,00",7
5822,v001017,"NA. INAP, FTF mode. 1,3,7,8,9,0 in Z2",0
6602,v001017,DK,8
11465,v001018,"IN A SUBURB OF A LARGE CITY (100,000",1
21316,v001018,OR IN A SUBURB OF A VERY LARGE CITY (,5
31257,v001018,"NA. INAP, FTF mode. 1,3,5,8,9,0 in Z2",0
41060,v001018,DK,8
11466,v001019,ON A FARM,1
21317,v001019,"IN THE COUNTRY, NOT ON A FARM",2
31258,v001019,"IN A SMALL CITY OR TOWN (UNDER 50,000",3
41061,v001019,"IN A MEDIUM-SIZED CITY (50,000 - 100,",4
5823,v001019,"IN A LARGE CITY (100,000 - 500,000)",5
6603,v001019,IN A SUBURB OF A LARGE CITY,6
7457,v001019,"IN A VERY LARGE CITY (OVER 500,000)",7
9193,v001019,IN A SUBURB OF A VERY LARGE CITY,8
10159,v001019,RF,9
19106,v001020a,ALL MY LIFE,96
21319,v001020a,DK,98
81101,v001020b,"INAP, 96 in Z3(1)",995
11467,v001020c,O-11 months,0
21318,v001020c,12-23 months,1
31259,v001020c,2 years,2
803,v001020c,89 years,89
81102,v001020c,'All my life',96
19107,v001021a,ALL MY LIFE,96
21321,v001021a,DK,98
604,v001021b,"INAP, 96 in Z4(1)/Z4(1).T",995
11468,v001021c,O-11 months,0
21320,v001021c,12-23 months,1
31260,v001021c,2 years,2
605,v001021c,89 years,89
61106,v001021c,'All my life',96
11469,v001022,OWN HOUSE,1
21322,v001022,PAY RENT,5
31261,v001022,OTHER (SPECIFY),7
5824,v001022,RF,9
11470,v001023,YES,1
21323,v001023,"YES, STEPCHILDREN/ADOPTED (VOL)",3
31262,v001023,NO,5
5825,v001023,RF,9
11471,v001024,0,0
11472,v001025,0,0
18112,v001026a,"INAP, 0, 95-99 in Z8a",95
19108,v001026a,DK,98
2031,v001026a,RF,99
18113,v001026b,"INAP, 0, 95-99 in Z8a. 98 in Z8c(1).",95
18114,v001026c,"INAP, 0, 95-99 in Z8a. 98 in Z8c(1).",95
15133,v001026d,"INAP, 0, 95-99 in Z8a. 98 in Z8c(1).",95
11474,v001026e,"INAP, 0, 95-99 in Z8a. 98 in Z8c(1).",95
7458,v001026f,"INAP, 0, 95-99 in Z8a. 98 in Z8c(1).",95
41062,v001026g,"INAP, 0, 95-99 in Z8a. 98 in Z8c(1).",95
21324,v001026h,"INAP, 0, 95-99 in Z8a. 98 in Z8c(1).",95
7811,v001027,997 and more,997
11473,v001041b,NEGATIVE - GENERAL,10
21325,v001041b,NEGATIVE - TOO LONG,11
31263,v001041b,NEGATIVE - TOO COMPLICATED,12
41063,v001041b,NEGATIVE - BORING/TEDIOUS/REPETITIOU,13
5826,v001041b,R WANTED TO STOP BEFORE IW COMPLETED,15
6604,v001041b,R COMPLAINED AND/OR IWR OBSERVED R W,20
7459,v001041b,R COMPLAINED AND/OR IWR OBSERVED R W,22
8359,v001041b,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,30
9194,v001041b,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,31
10160,v001041b,R WAS AGITATED OR STRESSED BY INTERV,40
11475,v001041b,R BECAME ANGRY AT INTERVIEW CONTENT,41
12145,v001041b,R BECAME CONCERNED ABOUT SAMPLING PU,45
13142,v001041b,R COULD NOT READ RESPONDENT BOOKLET,50
14137,v001041b,R APPEARED TO ENJOY THE IW (R WAS,70
15134,v001041b,NEUTRAL OR NO FEEDBACK,80
16124,v001041b,NA. no further mention,0
11476,v001041c,NEGATIVE - GENERAL,10
21326,v001041c,NEGATIVE - TOO LONG,11
31264,v001041c,NEGATIVE - TOO COMPLICATED,12
41064,v001041c,NEGATIVE - BORING/TEDIOUS/REPETITIOU,13
5827,v001041c,R WANTED TO STOP BEFORE IW COMPLETED,15
6605,v001041c,R COMPLAINED AND/OR IWR OBSERVED R W,20
7460,v001041c,R COMPLAINED AND/OR IWR OBSERVED R W,22
8360,v001041c,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,30
9195,v001041c,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,31
10161,v001041c,R WAS AGITATED OR STRESSED BY INTERV,40
11477,v001041c,R BECAME ANGRY AT INTERVIEW CONTENT,41
12146,v001041c,R BECAME CONCERNED ABOUT SAMPLING PU,45
13143,v001041c,R COULD NOT READ RESPONDENT BOOKLET,50
14138,v001041c,R APPEARED TO ENJOY THE IW (R WAS,70
15135,v001041c,NEUTRAL OR NO FEEDBACK,80
16125,v001041c,NA. no further mention,0
11478,v001041d,NEGATIVE - GENERAL,10
21327,v001041d,NEGATIVE - TOO LONG,11
31265,v001041d,NEGATIVE - TOO COMPLICATED,12
41065,v001041d,NEGATIVE - BORING/TEDIOUS/REPETITIOU,13
5828,v001041d,R WANTED TO STOP BEFORE IW COMPLETED,15
6606,v001041d,R COMPLAINED AND/OR IWR OBSERVED R W,20
7461,v001041d,R COMPLAINED AND/OR IWR OBSERVED R W,22
8361,v001041d,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,30
9196,v001041d,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,31
10162,v001041d,R WAS AGITATED OR STRESSED BY INTERV,40
11479,v001041d,R BECAME ANGRY AT INTERVIEW CONTENT,41
12147,v001041d,R BECAME CONCERNED ABOUT SAMPLING PU,45
13144,v001041d,R COULD NOT READ RESPONDENT BOOKLET,50
14139,v001041d,R APPEARED TO ENJOY THE IW (R WAS,70
15136,v001041d,NEUTRAL OR NO FEEDBACK,80
16126,v001041d,NA. no further mention,0
11480,v001041e,NEGATIVE - GENERAL,10
21328,v001041e,NEGATIVE - TOO LONG,11
31266,v001041e,NEGATIVE - TOO COMPLICATED,12
41066,v001041e,NEGATIVE - BORING/TEDIOUS/REPETITIOU,13
5829,v001041e,R WANTED TO STOP BEFORE IW COMPLETED,15
6607,v001041e,R COMPLAINED AND/OR IWR OBSERVED R W,20
7462,v001041e,R COMPLAINED AND/OR IWR OBSERVED R W,22
8362,v001041e,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,30
9197,v001041e,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,31
10163,v001041e,R WAS AGITATED OR STRESSED BY INTERV,40
11481,v001041e,R BECAME ANGRY AT INTERVIEW CONTENT,41
12148,v001041e,R BECAME CONCERNED ABOUT SAMPLING PU,45
13145,v001041e,R COULD NOT READ RESPONDENT BOOKLET,50
14140,v001041e,R APPEARED TO ENJOY THE IW (R WAS,70
15137,v001041e,NEUTRAL OR NO FEEDBACK,80
16127,v001041e,NA. no further mention,0
11482,v001041f,NEGATIVE - GENERAL,10
21329,v001041f,NEGATIVE - TOO LONG,11
31267,v001041f,NEGATIVE - TOO COMPLICATED,12
41067,v001041f,NEGATIVE - BORING/TEDIOUS/REPETITIOU,13
5830,v001041f,R WANTED TO STOP BEFORE IW COMPLETED,15
6608,v001041f,R COMPLAINED AND/OR IWR OBSERVED R W,20
7463,v001041f,R COMPLAINED AND/OR IWR OBSERVED R W,22
8363,v001041f,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,30
9198,v001041f,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,31
10164,v001041f,R WAS AGITATED OR STRESSED BY INTERV,40
11483,v001041f,R BECAME ANGRY AT INTERVIEW CONTENT,41
12149,v001041f,R BECAME CONCERNED ABOUT SAMPLING PU,45
13146,v001041f,R COULD NOT READ RESPONDENT BOOKLET,50
14141,v001041f,R APPEARED TO ENJOY THE IW (R WAS,70
15138,v001041f,NEUTRAL OR NO FEEDBACK,80
16128,v001041f,NA. no further mention,0
11484,v001041g,NEGATIVE - GENERAL,10
21330,v001041g,NEGATIVE - TOO LONG,11
31268,v001041g,NEGATIVE - TOO COMPLICATED,12
41068,v001041g,NEGATIVE - BORING/TEDIOUS/REPETITIOU,13
5831,v001041g,R WANTED TO STOP BEFORE IW COMPLETED,15
6609,v001041g,R COMPLAINED AND/OR IWR OBSERVED R W,20
7464,v001041g,R COMPLAINED AND/OR IWR OBSERVED R W,22
8364,v001041g,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,30
9199,v001041g,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,31
10165,v001041g,R WAS AGITATED OR STRESSED BY INTERV,40
11485,v001041g,R BECAME ANGRY AT INTERVIEW CONTENT,41
12150,v001041g,R BECAME CONCERNED ABOUT SAMPLING PU,45
13147,v001041g,R COULD NOT READ RESPONDENT BOOKLET,50
14142,v001041g,R APPEARED TO ENJOY THE IW (R WAS,70
15139,v001041g,NEUTRAL OR NO FEEDBACK,80
16129,v001041g,NA. no further mention,0
11486,v001041h,NEGATIVE - GENERAL,10
21331,v001041h,NEGATIVE - TOO LONG,11
31269,v001041h,NEGATIVE - TOO COMPLICATED,12
41069,v001041h,NEGATIVE - BORING/TEDIOUS/REPETITIOU,13
5832,v001041h,R WANTED TO STOP BEFORE IW COMPLETED,15
6616,v001041h,R COMPLAINED AND/OR IWR OBSERVED R W,20
7465,v001041h,R COMPLAINED AND/OR IWR OBSERVED R W,22
8365,v001041h,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,30
9200,v001041h,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,31
10166,v001041h,R WAS AGITATED OR STRESSED BY INTERV,40
11487,v001041h,R BECAME ANGRY AT INTERVIEW CONTENT,41
12151,v001041h,R BECAME CONCERNED ABOUT SAMPLING PU,45
13148,v001041h,R COULD NOT READ RESPONDENT BOOKLET,50
14143,v001041h,R APPEARED TO ENJOY THE IW (R WAS,70
15140,v001041h,NEUTRAL OR NO FEEDBACK,80
16130,v001041h,NA. no further mention,0
11488,v001041j,NEGATIVE - GENERAL,10
21332,v001041j,NEGATIVE - TOO LONG,11
31270,v001041j,NEGATIVE - TOO COMPLICATED,12
41070,v001041j,NEGATIVE - BORING/TEDIOUS/REPETITIOU,13
5833,v001041j,R WANTED TO STOP BEFORE IW COMPLETED,15
6617,v001041j,R COMPLAINED AND/OR IWR OBSERVED R W,20
7466,v001041j,R COMPLAINED AND/OR IWR OBSERVED R W,22
8366,v001041j,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,30
9201,v001041j,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,31
10167,v001041j,R WAS AGITATED OR STRESSED BY INTERV,40
11489,v001041j,R BECAME ANGRY AT INTERVIEW CONTENT,41
12152,v001041j,R BECAME CONCERNED ABOUT SAMPLING PU,45
13149,v001041j,R COULD NOT READ RESPONDENT BOOKLET,50
14144,v001041j,R APPEARED TO ENJOY THE IW (R WAS,70
15141,v001041j,NEUTRAL OR NO FEEDBACK,80
16131,v001041j,NA. no further mention,0
11490,v001042,Gore first,1
21333,v001042,GW Bush first,2
11491,v001047,"McCain 6th name, Bradley 7th name",1
21334,v001047,"Bradley 6th name, McCain 7th name",2
11492,v001048,"Lieberman 8th name, Cheney 9th name",1
21335,v001048,"Cheney 8th name, Lieberman 9th name",2
11493,v001049,"Democratic 1st, Republican 2nd, Refor",1
21336,v001049,"Democratic 1st, Reform 2nd, Republica",2
31271,v001049,"Republican 1st, Democratic 2nd, Refor",3
41071,v001049,"Republican 1st, Reform 2nd, Democrati",4
5834,v001049,"Reform 1st, Democratic 2nd, Republica",5
6618,v001049,"Reform 1st, Republican 2nd, Democrati",6
11494,v001050,"Democratic party first (D1-D2), Repub",1
21337,v001050,"Republican Party first (D1-D2), Democ",2
11495,v001051,"Gore 1st, GW Bush 2nd, Buchanan 3rd",1
21338,v001051,"Gore 1st, Buchanan 2nd, GW Bush 3rd",2
31272,v001051,"GW Bush 1st, Gore 2nd, Buchanan 3rd",3
41072,v001051,"GW Bush 1st, Buchanan 2nd, Gore 3rd",4
5835,v001051,"Buchanan 1st, Gore 2nd, GW Bush 3rd",5
6619,v001051,"Buchanan 1st, GW Bush 2nd, Gore 3rd",6
11496,v001064,"Gore 2nd, GW Bush 3rd, Buchanan 4th",1
21339,v001064,"Gore 2nd, Buchanan 3rd, GW Bush 4th",2
31273,v001064,"GW Bush 2nd, Gore 3rd, Buchanan 4th",3
41073,v001064,"GW Bush 2nd, Buchanan 3rd, Gore 4th",4
5836,v001064,"Buchanan 2nd, Gore 3rd, GW Bush 4th",5
6620,v001064,"Buchanan 2nd, GW Bush 3rd, Gore 4th",6
11497,v001065,"Gore 2nd, GW Bush 3rd, Buchanan 4th",1
21340,v001065,"Gore 2nd, Buchanan 3rd, GW Bush 4th",2
31274,v001065,"GW Bush 2nd, Gore 3rd, Buchanan 4th",3
41074,v001065,"GW Bush 2nd, Buchanan 3rd, Gore 4th",4
5837,v001065,"Buchanan 2nd, Gore 3rd, GW Bush 4th",5
6621,v001065,"Buchanan 2nd, GW Bush 3rd, Gore 4th",6
11498,v001066,"Gore 1st, GW Bush 2nd, Buchanan 3rd",1
21341,v001066,"Gore 1st, Buchanan 2nd, GW Bush 3rd",2
31275,v001066,"GW Bush 1st, Gore 2nd, Buchanan 3rd",3
41075,v001066,"GW Bush 1st, Buchanan 2nd, Gore 3rd",4
5838,v001066,"Buchanan 1st, Gore 2nd, GW Bush 3rd",5
6622,v001066,"Buchanan 1st, GW Bush 2nd, Gore 3rd",6
8367,v001081,NA. Question dropped,9
8368,v001082,NA. Question dropped,9
8369,v001083,NA. Question dropped,9
8370,v001084,NA. Question dropped,9
8371,v001085,NA. Question dropped,9
8372,v001086,NA. Question dropped,9
8373,v001087,NA. Question dropped,9
11499,v001088,Gore 2nd name. GW Bush 3rd name,1
21342,v001088,GW Bush 2nd name. Gore 3rd name,2
11500,v001089,Democratic party 4th name. Republican,1
21343,v001089,Republican party 4th name. Democratic,2
11501,v001090,"Gore 1st name, GW Bush 2nd name",1
21344,v001090,"GW Bush 1st name, Gore 2nd name",2
11502,v001091,"Democratic Party 3rd name, Republican",1
21345,v001091,"Republican Party 3rd name, Democratic",2
11503,v001092,"Gore 1st name, GW Bush 2nd name",1
21346,v001092,"GW Bush 1st name, Gore 2nd name",2
11504,v001093,"Democratic Party 3rd name, Republican",1
21347,v001093,"Republican Party 3rd name, Democratic",2
11505,v001094,Gore 2nd name. GW Bush 3rd name,1
21348,v001094,GW Bush 2nd name. Gore 3rd name,2
11506,v001095,Democratic party 4th name. Republican,1
21349,v001095,Republican party 4th name. Democratic,2
11507,v001108,"Gore 1st name, GW Bush 2nd name",1
21350,v001108,"GW Bush 1st name, Gore 2nd name",2
11508,v001109,"Gore 1st name, GW Bush 2nd name",1
21351,v001109,"GW Bush 1st name, Gore 2nd name",2
11509,v001110,"Gore 1st name, GW Bush 2nd name",1
21352,v001110,"GW Bush 1st name, Gore 2nd name",2
11510,v001111,"Gore 1st name, GW Bush 2nd name",1
21353,v001111,"GW Bush 1st name, Gore 2nd name",2
11511,v001112,"Gore 1st name, GW Bush 2nd name",1
21354,v001112,"GW Bush 1st name, Gore 2nd name",2
5839,v001113,Question administered in Post,0
5840,v001114,Question administered in Post,0
5841,v001115,Question administered in Post,0
5842,v001116,Question administered in Post,0
8374,v001117,Question administered in Post,0
8375,v001118,Question administered in Post,0
8376,v001119,Question administered in Post,0
8377,v001120,Question administered in Post,0
8378,v001121,Question administered in Post,0
8379,v001122,Question administered in Post,0
8380,v001123,Question administered in Post,0
11512,v001201,VERY MUCH INTERESTED,1
21355,v001201,SOMEWHAT INTERESTED,3
31276,v001201,NOT MUCH INTERESTED,5
41076,v001201,"NA. INAP, no Post interview",0
11513,v001202,YES,1
21356,v001202,NO,5
31277,v001202,"NA. INAP, no Post interview",0
11514,v001203,A GOOD MANY,1
21357,v001203,SEVERAL,3
31278,v001203,JUST ONE OR TWO,5
41077,v001203,"NA. INAP, 5, 8, 9, 0 in A2",0
5843,v001203,DK,8
11515,v001204,YES,1
21358,v001204,NO,5
31279,v001204,"NA. INAP, no Post interview",0
8381,v001205,"NA. INAP, 5, 8, 9 in A3. no Post int",0
9202,v001205,NONE (NO DAYS),96
10168,v001205,DK,98
11516,v001206,"YES, REMEMBER",1
21359,v001206,"NO, DON'T REMEMBER",5
31280,v001206,"NA. INAP, no Post interview. Washingt",0
41078,v001206,DK,8
11517,v001207,Third party or independent House can,30
21360,v001207,Democratic candidate in open House r,31
31281,v001207,Republican candidate in open House r,32
41079,v001207,Democratic House incumbent,33
5844,v001207,Republican House incumbent,34
6623,v001207,Democratic House challenger,35
7467,v001207,Republican House challenger,36
8382,v001207,Third party or independent House can,38
9203,v001207,Third party or independent House can,39
10169,v001207,Name not on candidate list for this,97
11518,v001207,"NA. Inap, R says he/she does not rec",0
12153,v001207,DK,98
11519,v001208,DEMOCRAT,1
21361,v001208,REPUBLICAN,5
31282,v001208,OTHER (SPECIFY),7
41080,v001208,"NA. INAP, R says he/she does not reca",0
5845,v001208,DK,8
6624,v001208,RF,9
11520,v001209,Democrat,1
21362,v001209,Republican,5
31283,v001209,Other,7
41081,v001209,"INAP, 00,97,98 in A4a1",0
11521,v001210,Valid candidate name given and corre,1
21363,v001210,Valid candidate name given but incor,2
31284,v001210,"Valid candidate name given, DK or NA",3
41082,v001210,Invalid candidate name given with an,4
5846,v001210,Invalid candidate name given with DK,5
6625,v001210,No candidate name given (DK or NA) -,6
7468,v001210,No candidate name given (DK) -- DK o,7
8383,v001210,"Inap, 5,8,9,0 in A4",0
11522,v001211,Third party or independent House can,30
21364,v001211,Democratic candidate in open House r,31
31285,v001211,Republican candidate in open House r,32
41083,v001211,Democratic House incumbent,33
5847,v001211,Republican House incumbent,34
6626,v001211,Democratic House challenger,35
7469,v001211,Republican House challenger,36
8384,v001211,Third party or independent House can,38
9204,v001211,Third party or independent House can,39
10170,v001211,Name not on candidate list for this,97
11523,v001211,"NA. Inap, no Post interview. R says",0
12154,v001211,DK,98
11524,v001212,DEMOCRAT,1
21365,v001212,REPUBLICAN,5
31286,v001212,OTHER (SPECIFY),7
41084,v001212,"NA. INAP, no Post interview. R says h",0
5848,v001212,DK,8
6627,v001212,RF,9
11525,v001213,Democrat,1
21366,v001213,Republican,5
31287,v001213,Other,7
41085,v001213,"INAP, 00,97,98 in A4a2",0
11526,v001214,Valid candidate name given and corre,1
21367,v001214,Valid candidate name given but incor,2
31288,v001214,"Valid candidate name given, DK or NA",3
41086,v001214,Invalid candidate name given with an,4
5849,v001214,Invalid candidate name given with DK,5
6628,v001214,No candidate name given (DK or NA) -,6
7470,v001214,No candidate name given (DK) -- DK o,7
8385,v001214,"Inap, 5,8,9,0 in A4. no further ment",0
11527,v001215,Third party or independent House can,30
21368,v001215,Democratic candidate in open House r,31
31289,v001215,Republican candidate in open House r,32
41087,v001215,Democratic House incumbent,33
5850,v001215,Republican House incumbent,34
6629,v001215,Democratic House challenger,35
7471,v001215,Republican House challenger,36
8386,v001215,Third party or independent House can,38
9205,v001215,Third party or independent House can,39
10171,v001215,Name not on candidate list for this,97
11528,v001215,DK,98
12155,v001215,"NA. Inap, no Post interview. R says",0
11529,v001216,DEMOCRAT,1
21369,v001216,REPUBLICAN,5
31290,v001216,OTHER (SPECIFY),7
41088,v001216,"NA. INAP, no Post interview. R says h",0
5851,v001216,DK,8
6630,v001216,RF,9
11530,v001217,Democrat,1
21370,v001217,Republican,5
31291,v001217,Other,7
41089,v001217,"INAP, 00,97,98 in A4a3",0
11531,v001218,Valid candidate name given and corre,1
21371,v001218,Valid candidate name given but incor,2
31292,v001218,"Valid candidate name given, DK or NA",3
41090,v001218,Invalid candidate name given with an,4
5852,v001218,Invalid candidate name given with DK,5
6631,v001218,No candidate name given (DK or NA) -,6
7472,v001218,No candidate name given (DK) -- DK o,7
8387,v001218,"Inap, 5,8,9,0 in A4. no further ment",0
11532,v001219,YES,1
21372,v001219,NO,5
31293,v001219,"NA. INAP, no Post interview",0
41091,v001219,DK,8
11533,v001220,DEMOCRATS,1
21373,v001220,REPUBLICANS,5
31294,v001220,BOTH,6
41092,v001220,OTHER (SPECIFY),7
5853,v001220,"NA. INAP, 5, 8, 9, 0 in B1",0
6632,v001220,DK,8
7473,v001220,RF,9
11534,v001221,YES,1
21374,v001221,NO,5
31295,v001221,"NA. INAP, no Post interview",0
41093,v001221,DK,8
11535,v001222,YES,1
21375,v001222,NO,5
31296,v001222,"NA. INAP, no Post interview",0
41094,v001222,DK,8
11536,v001223,DEMOCRATS,1
21376,v001223,REPUBLICANS,5
31297,v001223,BOTH,6
41095,v001223,OTHER (SPECIFY),7
5854,v001223,"NA. INAP, 5, 8, 9, 0 in B1c",0
6633,v001223,DK,8
11537,v001224,YES,1
21377,v001224,NO,5
31298,v001224,"NA. INAP, no Post interview",0
41096,v001224,DK,8
11538,v001225,YES,1
21378,v001225,NO,5
31299,v001225,"NA. INAP, no Post interview",0
11539,v001226,YES,1
21379,v001226,NO,5
31300,v001226,"NA. INAP, no Post interview",0
41097,v001226,DK,8
11540,v001227,YES,1
21380,v001227,NO,5
31301,v001227,"NA. INAP, no Post interview",0
11541,v001228,YES,1
21381,v001228,NO,5
31302,v001228,"NA. INAP, no Post interview",0
11542,v001229,YES,1
21382,v001229,NO,5
31303,v001229,"NA. INAP, no Post interview",0
41098,v001229,DK,8
11543,v001230,DEMOCRATS,1
